Idme,gender,age,UCLA3itemscale,Q9_Loneliness_Meaning_Qual,cleaned_text
26353,1,18,5.0,Being anxious around people and unable to connect properly as you're too self conscious.,anxious properly conscious
42821,1,24,9.0,"Being anxious, worried about the future, worried about identity, how you choose to spend your time, worried about what it means about me as a person if I feel lonely. Will I always feel this way?",anxious worried worried identity choose worried mean
5542,2,27,9.0,"Apart from having no partner or spouse, it means that I have to carry all of my life burdens on my own, no one can and will help me. That's because I'm worthless and don't deserve people's attention, affection and interest.",spouse mean carry burden worthless deserve attention affection
26180,2,21,6.0,Being apart from others,
4183,1,27,6.0,Being apart from others. Not having others around. Feeling as though there is no-one around.,
22312,2,22,8.0,"Apologies if this answer is unnecessarily personal. Loneliness (sometimes) to me feels like an innate characteristic, something ingrained. I spend a lot of time on my own and nine times out of ten I'm fine and dandy. It's calming, I can get on with things that I enjoy doing. I think this is the side that friends see. But that one tenth hits like a truck: and I become convinced that, because I am and (mostly) always have been lonely, I always will be - that this is it forever and the world will just leave me behind. That terrifies me and, obviously, I want to act to change it, but I can't if I've got this kernel of loneliness in me.",apology answer unnecessarily feel innate characteristic engrained nine time ten fine dandy calming thing friend tenth hit truck convinced mostly forever leave behind terrified obviously act keener
24224,2,20,6.0,Being around people you don't identify with. Not being able to be yourself around people.,identify
19980,2,29,9.0,Being around people but feeling alone. Continually spending time on my own.,continually
31779,2,29,7.0,Being around people and feeling like you dont exist.,exist
19011,2,28,8.0,Artificial isolation. Sence of futility. ,artificial hence futility
41990,1,23,6.0,"Asceticism, solitude, silence, cognition, sadness, development, internal dialogue, lack of loved ones",asceticism cognition development internal dialogue one
44996,2,24,4.0,"I associate loneliness as a sadder concept i.e. feeling isolated due to a sad event or being unable to express how you feel, as opposed to taking time for yourself, which may voluntary but not necessarily lonely.",associate sadder concept opposed voluntary
25570,2,27,6.0,Anomie.,anomie
31095,2,23,9.0,being aware of being alone and minding about it,aware
3261,2,22,9.0,"Being aware that there is no one who understands you or sees you as any kind of priority. All the verbal and implied signals of need are either not seen or ignored, especially when you are perceived as 'being a strong person', it's assumed that you are a fine because whatever is seen superficially is all there is. Unless you demonstrate totally uncharacteristic behaviour, tears, drink, temper tantrums - whatever, you're a person who copes, ergo you are fine.",aware see priority verbal implied signal seen perceived strong assumed fine whatever seen superficially unless demonstrate characteristic behaviour tear drink temper antrum whatever come ergot fine
24179,4,17,4.0,"It's being aware of or perceiving a lack of meaningful connection with others and feeling like you're understood by those around you. I have felt loneliness acutely since losing close relationships with my Dad and Nan after their death and also whilst struggling with mental health issues, specifically Bulimia.",aware perceiving acutely relationship death whilst struggling issue specifically bulimia
39774,2,21,8.0,Awaareness of desire for company which is not available at that moment,awareness
25194,1,23,6.0,Being away from a support network. Feeling less confident without people who have your back. Feeling like you're not good enough to deserve love.,le confident deserve
13677,1,19,8.0,a bad condition and one that is only experienced by people who are unworthy of relationships,condition experienced unworthy relationship
24755,2,22,3.0,Bad feeling when alone ,
111,2,28,4.0,"A bad feeling in The pit of my stomach. Kind of panic, especially at the start of a weekend. A sort of longing. Loss of hope. ",pit stomach panic start sort hope
48200,1,27,,"In bad times, loneliness means having nobody to consult or comfort you. In good times, loneliness means having nobody to share your happniness with.",time mean consult time mean happiness
47520,1,23,,being on my own,
40606,1,22,7.0,Being on my own.,
28199,2,20,6.0,Being on your own.,
16613,3,16,6.0,"I believe there to be a distinction between being alone and being lonely. One can be alone without feeling lonely; they may feel connected to a wider group/community or feel safe knowing they have a support network they can tap into at any point despite them not being physically present in that moment. Loneliness is feeling isolated and disconnected, and I wonder if this is less to do with how we feel about others/how we feel others feel about us and is more about how we feel about ourselves/within ourselves. For some, having faith is enough to stop someone from feeling lonely; despite maybe being alone. I think loneliness is a disconnect with yourself more so than with others. Perhaps the disconnect with others is a manifestation of the disconnect we feel within ourselves? Plenty of people are surrounded by others, friends and family, yet still feel lonely. ",distinction wider safe tap present wonder le u faith stop discontent discontent manifestation discontent plenty friend
13340,1,25,6.0,I believe a human is as lonely as his mindset. One should enjoy your own company and spend time on your own to get the full picture of your life,midst picture
